hx,hy,hz
0.0,0.0,1.0
0.0011640865565971936,-0.00016544086954964262,0.9999993087656649
0.0023269371578118953,-0.00033151965267512614,0.9999972377252767
0.0034882937106221284,-0.0004991143951017279,0.9999937913266308
0.004647885015642086,-0.0006694590694801203,0.9999889744339364
0.005805226951727549,-0.0008436336954656204,0.9999827936630845
0.0069596703832038465,-0.001022047920186324,0.9999752588970421
0.0081104639545823,-0.0012045041534338658,0.9999663842070822
0.009256766874584564,-0.001390569260774073,0.9999561883323492
0.010397749974673576,-0.0015798082696641751,0.9999446939712693
0.011532757319569943,-0.0017718213350977798,0.9999319257618313
0.012661381914751047,-0.0019664041069642054,0.9999179079618971
0.013783507335434061,-0.002163833750602041,0.9999026616371386
0.014899274118225139,-0.0023648865342484155,0.9998862029963361
0.016008926442239835,-0.002570478372051225,0.9998685448173205
0.01711266767184765,-0.002781225643108921,0.9998496993994024
0.01821060225061883,-0.0029972817244920545,0.999829680629623
0.019302738703986872,-0.0032184974743749302,0.999808504440992
0.020389016903327797,-0.0034445110796112927,0.9997861888089564
0.02146943471607877,-0.0036747030768800415,0.9997627518217854
0.02254415522717766,-0.003908300452887118,0.9997382088590309
0.023613432198817605,-0.004144527239730094,0.9997125730497496
0.02467753103774179,-0.0043826117395296404,0.9996858567451187
0.025736690571983644,-0.00462173953437288,0.9996580726838946
0.02679104359465342,-0.004861104429869624,0.9996292360904774
0.027840568311214505,-0.005100050964039333,0.9995993658642812
0.02888505122181139,-0.0053382163046282885,0.9995684855289299
0.02992416358243799,-0.0055756232067819935,0.9995366210698574
0.030957601040364102,-0.0058126720177344255,0.9995037967821033
0.03198499379078264,-0.006049990651379739,0.9994700384630456
0.033005698257340364,-0.006288263769190832,0.9994353814135833
0.03401879473751892,-0.006528134381143605,0.9993998724565201
0.03502326522512801,-0.006770069606541039,0.999363566001129
0.036018083888522734,-0.007014171004738258,0.9993265227332435
0.03700230434356123,-0.00726007312871176,0.999288807508336
0.03797532519364276,-0.0075069594234735216,0.9992504792276317
0.038937203091622914,-0.007753767112169376,0.9992115758491652
0.03988877658441036,-0.00799961855656195,0.9991721030961326
0.040831474903772196,-0.00824416946685991,0.9991320354822902
0.041766940284496214,-0.008487471446051508,0.9990913299232078
0.04269669426766934,-0.008729317115172218,0.9990499443577965
0.04362193804679581,-0.008968722996932786,0.9990078520856811
0.044543418212372864,-0.009204051457433794,0.9989650491036843
0.04546144158603794,-0.009433491030230102,0.9989215517626506
0.046376145798456406,-0.00965542454956326,0.99887738280414
0.047287762813700264,-0.009868740683914452,0.9988325562602517
0.048196734222381146,-0.010073276585880257,0.9987870663505419
0.049103769466733393,-0.01026999547778446,0.9987408808179649
0.05000981613360418,-0.010460687170972767,0.9986939432649997
0.05091589423929736,-0.010647484339846374,0.9986461849879793
0.051822836937934595,-0.010832481786514577,0.998597542010819
0.05273113209543661,-0.01101764232569476,0.998547965430563
0.05364097935285482,-0.011204851210736184,0.9984974194475478
0.05455246975676499,-0.011395598148884242,0.9984458765432739
0.0554656452837461,-0.011590450210999761,0.9983933211200704
0.05638031654993583,-0.011788925897201387,0.9983397623714682
0.05729600424526198,-0.011989570123478219,0.9982852388499899
0.05821219074405637,-0.012190062647067625,0.998229804815223
0.059128631727247014,-0.012387599676103369,0.9981735081058444
0.06004550483221925,-0.012579392783279292,0.9981163740900396
0.060963422701851726,-0.012763117265205941,0.9980583970540752
0.061883394586480366,-0.012937252827765247,0.9979995355528601
0.06280656896075225,-0.013101056970656794,0.9979397262368254
0.06373380320847202,-0.013254320602046557,0.9978789131522732
0.06466532754052227,-0.013397183122413904,0.9978170728637897
0.06560063389568652,-0.013529930400016899,0.9977542271601032
0.06653866209447444,-0.013652760379888806,0.9976904372502959
0.06747812943075518,-0.013765593975710467,0.997625786791331
0.06841784288574179,-0.013868055218810214,0.997560361992852
0.0693570755171368,-0.01395962054722132,0.9974942230759474
0.07029588711141765,-0.01403984226105618,0.9974273763460192
0.07123519561958637,-0.014108758669627602,0.9973597594819241
0.07217647781370382,-0.014166989835643013,0.9972912575819587
0.0731212736583426,-0.014215113194330603,0.9972217455989687
0.0740708531737858,-0.014253084487515421,0.9971511210908302
0.075025904520682,-0.014280282752194439,0.9970793284264652
0.07598639680394614,-0.01429606542964508,0.9970063640789786
0.07695187681671732,-0.01430032567487107,0.9969322491222649
0.07792180861320874,-0.014293728459792565,0.9968570013142127
0.07889573532841873,-0.014277798087192308,0.9967806215154714
0.0798733250944038,-0.014254853080614515,0.9967030907456913
0.08085444369977311,-0.014227660791545173,0.9966243688583984
0.0818391726104831,-0.01419899218522041,0.9965443986332749
0.08282758300087098,-0.014171228465962686,0.996463129161335
0.0838195728739966,-0.014146214847870896,0.996380531628704
0.08481492606153761,-0.014125393343436944,0.9962965931789937
0.08581340294009357,-0.014109721125893147,0.9962113107396395
0.08681476746800301,-0.014099506379019473,0.9961246910248459
0.08781863635845999,-0.014094565526879906,0.9960367615358126
0.0888243539773579,-0.014094343431849085,0.9959475807610209
0.08983119148429185,-0.014097808412284396,0.9958572231170907
0.09083855765003235,-0.014103490955889341,0.9957657595975666
0.09184603812869474,-0.014109789241833592,0.9956732491774666
0.09285345397542888,-0.01411531821181576,0.9955797275339691
0.09386092139696595,-0.014119194971414242,0.9954851961570658
0.09486880312605006,-0.014121171018223098,0.9953896235758664
0.09587749841434454,-0.014121591721534875,0.9952929648827312
0.09688715308206299,-0.014121231167073338,0.9951951921095575
0.09789751318873402,-0.014121006641575834,0.99509631397312
0.09890792682905945,-0.014121701671527138,0.9949963816779828
0.0999174610251528,-0.014123779603382531,0.9948954818632971
0.10092519901417936,-0.014127327452060582,0.9947937086768345
0.10193056172772309,-0.014132166197711361,0.9946911291775107
0.10293347667605665,-0.01413814334638755,0.9945877599699771
0.1039343308468189,-0.014145348992544809,0.9944835664671906
0.10493390475490685,-0.014153828773943306,0.9943784715911372
0.10593334007899753,-0.014163128195560808,0.9942723637210398
0.10693386972643842,-0.014172341777705173,0.9941651232234336
0.10793646132031011,-0.014180496870359903,0.9940566552396091
0.10894174591879334,-0.014186660541775016,0.9939468973032903
0.10995005056477121,-0.014189845083651386,0.9938358187735569
0.11096132473885668,-0.014189164804270672,0.993723428331221
0.11197519403449484,-0.014184143899032919,0.9936097654425448
0.1129911558266953,-0.014174785048229917,0.9934948787858868
0.1140087706593352,-0.01416134259781368,0.9933788082038868
0.11502770859436105,-0.014143976410922526,0.9932615839680996
0.11604754930750379,-0.014122527416418557,0.9931432527682474
0.11706759659236891,-0.014096613412868837,0.9930238986642641
0.11808694967448662,-0.014065683775459118,0.9929036352317904
0.11910458128704406,-0.01402871542078594,0.9927826015095553
0.12011917457538927,-0.013984026356115398,0.9926609848816457
0.12112894935031047,-0.013929388236572558,0.9925390419387263
0.12213173598735788,-0.013862022427443966,0.9924170914484168
0.12312518741976433,-0.01377854085262997,0.992295490282416
0.12410683631251512,-0.013675066163096774,0.9921746246230718
0.1250740000492866,-0.013547402664288919,0.9920549190406359
0.1260238695640783,-0.013391411283798543,0.9919368197642048
0.1269538998228241,-0.013203810276389847,0.991820733153911
0.127862242107989,-0.012982922513510249,0.9917069581111783
0.12874802356498913,-0.012728761254065381,0.991595645949016
0.12961134201344185,-0.012442590866776062,0.9914868037215607
0.1304529045537562,-0.012126326718922156,0.9913803467356989
